Unit,Sales
19,47500
10,25000
16,40000
17,42500
21,52500
8,20000
12,30000
8,20000
15,37500
20,50000
20,50000
35,87500
19,47500
32,80000
17,42500
21,52500
40,100000
20,50000
17,42500
35,87500
39,97500
21,52500
11,27500
10,25000
10,25000
13,32500
6,15000
10,25000
9,22500
7,17500
12,30000
5,12500
10,25000
13,32500
12,30000
6,15000
11,27500
7,17500
15,37500
11,27500
7,17500
9,22500
6,15000
6,15000
13,32500
11,27500
9,22500
13,32500
14,35000
8,20000
7,17500
8,20000
14,35000
12,30000
9,22500
10,25000
15,37500
11,27500
32,80000
19,47500
28,70000
33,82500
32,80000
24,60000
17,42500
35,87500
35,87500
27,67500
21,52500
15,37500
57,142500
30,75000
32,80000
63,157500
62,155000
38,95000
55,137500
56,140000
32,80000
58,145000
50,125000
32,80000
13,32500
25,62500
20,50000
16,40000
21,52500
22,55000
8,20000
21,52500
15,37500
14,35000
10,25000
20,50000
41,102500
34,85000
44,110000
24,60000
44,110000
20,50000
29,72500
18,45000
40,100000
18,45000
43,107500
29,72500
5,12500
9,22500
5,12500
15,37500
9,22500
13,32500
12,30000
8,20000
13,32500
7,17500
9,22500
11,27500
15,37500
5,12500
13,32500
8,20000
9,22500
7,17500
9,22500
11,27500
10,25000
10,25000
9,22500
7,17500
9,22500
12,30000
14,35000
6,15000
10,25000
14,35000
14,35000
5,12500
14,35000
7,17500
14,35000
10,25000
26,65000
20,50000
15,37500
25,62500
21,52500
26,65000
34,85000
20,50000
30,75000
34,85000
20,50000
18,45000
40,100000
53,132500
64,160000
49,122500
56,140000
48,120000
41,102500
55,137500
49,122500
36,90000
35,87500
65,162500
18,45000
11,27500
18,45000
21,52500
11,27500
9,22500
15,37500
10,25000
12,30000
17,42500
8,20000
21,52500
34,85000
33,82500
36,90000
33,82500
39,97500
44,110000
31,77500
33,82500
38,95000
39,97500
40,100000
41,102500
11,27500
15,37500
5,12500
9,22500
8,20000
12,30000
14,35000
12,30000
14,35000
13,32500
7,17500
8,20000
12,30000
5,12500
11,27500
14,35000
6,15000
11,27500
6,15000
10,25000
14,35000
15,37500
6,15000
5,12500
15,37500
8,20000
14,35000
14,35000
12,30000
14,35000
13,32500
8,20000
9,22500
13,32500
11,27500
10,25000
35,87500
26,65000
23,57500
25,62500
25,62500
32,80000
32,80000
18,45000
21,52500
25,62500
27,67500
23,57500
41,102500
53,132500
30,75000
64,160000
57,142500
55,137500
48,120000
47,117500
50,125000
64,160000
65,162500
59,147500
25,62500
7,17500
23,57500
14,35000
24,60000
23,57500
10,25000
8,20000
25,62500
13,32500
12,30000
21,52500
19,47500
30,75000
33,82500
28,70000
17,42500
33,82500
36,90000
44,110000
26,65000
37,92500
37,92500
20,50000
11,27500
9,22500
5,12500
15,37500
10,25000
14,35000
15,37500
13,32500
10,25000
7,17500
7,17500
5,12500
14,35000
11,27500
14,35000
6,15000
5,12500
5,12500
12,30000
9,22500
8,20000
13,32500
15,37500
5,12500
13,32500
10,25000
13,32500
10,25000
8,20000
8,20000
10,25000
14,35000
8,20000
15,37500
13,32500
11,27500
22,55000
24,60000
25,62500
22,55000
29,72500
33,82500
16,40000
31,77500
32,80000
33,82500
19,47500
21,52500
47,117500
58,145000
43,107500
51,127500
32,80000
58,145000
31,77500
30,75000
51,127500
47,117500
42,105000
31,77500
16,40000
17,42500
11,27500
15,37500
12,30000
15,37500
8,20000
16,40000
13,32500
13,32500
10,25000
7,17500
36,90000
32,80000
22,55000
44,110000
39,97500
32,80000
28,70000
40,100000
19,47500
24,60000
40,100000
33,82500
13,32500
14,35000
7,17500
8,20000
6,15000
15,37500
7,17500
6,15000
7,17500
11,27500
7,17500
10,25000
11,27500
14,35000
8,20000
12,30000
15,37500
10,25000
13,32500
15,37500
13,32500
14,35000
5,12500
14,35000
6,15000
6,15000
5,12500
12,30000
11,27500
8,20000
11,27500
11,27500
9,22500
14,35000
5,12500
5,12500
29,72500
25,62500
17,42500
28,70000
26,65000
29,72500
29,72500
17,42500
24,60000
17,42500
27,67500
18,45000
63,157500
30,75000
45,112500
49,122500
34,85000
32,80000
35,87500
42,105000
33,82500
40,100000
31,77500
63,157500
23,57500
24,60000
22,55000
13,32500
16,40000
16,40000
11,27500
20,50000
22,55000
15,37500
24,60000
10,25000
37,92500
26,65000
32,80000
45,112500
30,75000
39,97500
42,105000
22,55000
34,85000
29,72500
45,112500
37,92500
5,12500
8,20000
7,17500
6,15000
9,22500
9,22500
11,27500
7,17500
14,35000
5,12500
6,15000
13,32500
5,12500
8,20000
9,22500
9,22500
14,35000
6,15000
13,32500
14,35000
14,35000
15,37500
5,12500
9,22500
7,17500
10,25000
8,20000
10,25000
9,22500
9,22500
14,35000
10,25000
7,17500
9,22500
11,27500
14,35000
32,80000
28,70000
26,65000
25,62500
27,67500
34,85000
31,77500
19,47500
21,52500
19,47500
25,62500
16,40000
51,127500
49,122500
44,110000
41,102500
53,132500
43,107500
47,117500
59,147500
45,112500
35,87500
56,140000
61,152500
13,32500
8,20000
14,35000
12,30000
22,55000
7,17500
21,52500
19,47500
20,50000
13,32500
19,47500
20,50000
34,85000
18,45000
42,105000
22,55000
40,100000
42,105000
44,110000
28,70000
35,87500
39,97500
40,100000
31,77500
13,32500
7,17500
12,30000
11,27500
5,12500
6,15000
15,37500
7,17500
7,17500
13,32500
6,15000
11,27500
11,27500
6,15000
9,22500
5,12500
10,25000
7,17500
5,12500
11,27500
11,27500
15,37500
9,22500
7,17500
10,25000
14,35000
13,32500
14,35000
7,17500
10,25000
11,27500
9,22500
7,17500
15,37500
10,25000
12,30000
31,77500
34,85000
35,87500
26,65000
28,70000
23,57500
28,70000
30,75000
26,65000
26,65000
29,72500
23,57500
62,155000
50,125000
43,107500
55,137500
43,107500
61,152500
65,162500
42,105000
41,102500
62,155000
41,102500
40,100000
25,62500
17,42500
24,60000
14,35000
17,42500
25,62500
9,22500
24,60000
17,42500
7,17500
18,45000
14,35000
30,75000
30,75000
28,70000
44,110000
44,110000
32,80000
33,82500
38,95000
30,75000
28,70000
28,70000
30,75000
12,30000
11,27500
10,25000
12,30000
6,15000
9,22500
15,37500
8,20000
8,20000
8,20000
12,30000
7,17500
11,27500
6,15000
10,25000
11,27500
6,15000
11,27500
13,32500
5,12500
14,35000
12,30000
9,22500
8,20000
9,22500
8,20000
14,35000
6,15000
10,25000
14,35000
9,22500
12,30000
11,27500
10,25000
8,20000
12,30000
29,72500
32,80000
25,62500
35,87500
33,82500
15,37500
31,77500
31,77500
28,70000
33,82500
19,47500
33,82500
37,92500
61,152500
61,152500
64,160000
47,117500
57,142500
64,160000
60,150000
56,140000
41,102500
31,77500
59,147500
12,30000
12,30000
18,45000
15,37500
24,60000
18,45000
21,52500
9,22500
13,32500
7,17500
11,27500
7,17500
26,65000
35,87500
34,85000
30,75000
30,75000
44,110000
32,80000
23,57500
21,52500
33,82500
31,77500
23,57500
14,35000
7,17500
12,30000
8,20000
9,22500
7,17500
11,27500
11,27500
5,12500
13,32500
6,15000
10,25000
10,25000
10,25000
14,35000
9,22500
14,35000
10,25000
9,22500
8,20000
5,12500
6,15000
15,37500
6,15000
12,30000
14,35000
14,35000
8,20000
15,37500
10,25000
13,32500
7,17500
15,37500
6,15000
7,17500
13,32500
23,57500
29,72500
18,45000
16,40000
17,42500
23,57500
34,85000
16,40000
26,65000
23,57500
25,62500
21,52500
31,77500
33,82500
50,125000
64,160000
65,162500
45,112500
46,115000
33,82500
57,142500
30,75000
42,105000
46,115000
22,55000
25,62500
10,25000
12,30000
19,47500
20,50000
7,17500
18,45000
15,37500
19,47500
13,32500
7,17500
40,100000
42,105000
32,80000
41,102500
27,67500
23,57500
38,95000
37,92500
17,42500
37,92500
28,70000
42,105000
7,17500
8,20000
15,37500
6,15000
10,25000
15,37500
6,15000
5,12500
15,37500
11,27500
11,27500
11,27500
12,30000
13,32500
13,32500
8,20000
7,17500
5,12500
10,25000
8,20000
7,17500
5,12500
9,22500
15,37500
5,12500
12,30000
6,15000
5,12500
8,20000
12,30000
6,15000
10,25000
13,32500
15,37500
14,35000
9,22500
32,80000
18,45000
28,70000
27,67500
18,45000
35,87500
30,75000
17,42500
27,67500
15,37500
34,85000
26,65000
45,112500
64,160000
52,130000
51,127500
30,75000
44,110000
52,130000
40,100000
60,150000
53,132500
38,95000
38,95000
10,25000
7,17500
19,47500
13,32500
24,60000
20,50000
20,50000
17,42500
19,47500
17,42500
17,42500
23,57500
29,72500
38,95000
35,87500
36,90000
20,50000
18,45000
32,80000
35,87500
32,80000
17,42500
28,70000
27,67500
6,15000
14,35000
14,35000
12,30000
11,27500
9,22500
15,37500
14,35000
12,30000
14,35000
14,35000
13,32500
10,25000
5,12500
10,25000
12,30000
12,30000
15,37500
12,30000
13,32500
14,35000
10,25000
12,30000
5,12500
12,30000
8,20000
8,20000
7,17500
10,25000
15,37500
14,35000
7,17500
12,30000
15,37500
14,35000
15,37500
18,45000
26,65000
32,80000
16,40000
31,77500
25,62500
23,57500
27,67500
23,57500
23,57500
29,72500
15,37500
47,117500
42,105000
44,110000
36,90000
30,75000
32,80000
32,80000
41,102500
48,120000
50,125000
34,85000
34,85000
25,62500
17,42500
11,27500
12,30000
9,22500
11,27500
7,17500
7,17500
21,52500
25,62500
8,20000
13,32500
44,110000
39,97500
42,105000
29,72500
37,92500
41,102500
23,57500
30,75000
22,55000
37,92500
34,85000
41,102500
6,15000
11,27500
6,15000
9,22500
8,20000
11,27500
13,32500
10,25000
12,30000
13,32500
13,32500
12,30000
8,20000
5,12500
5,12500
9,22500
6,15000
8,20000
7,17500
6,15000
9,22500
11,27500
9,22500
10,25000
11,27500
8,20000
14,35000
10,25000
10,25000
7,17500
14,35000
12,30000
13,32500
14,35000
13,32500
10,25000
28,70000
19,47500
29,72500
19,47500
28,70000
30,75000
24,60000
30,75000
31,77500
20,50000
32,80000
15,37500
39,97500
64,160000
57,142500
57,142500
44,110000
36,90000
48,120000
55,137500
38,95000
51,127500
65,162500
40,100000
10,25000
18,45000
8,20000
13,32500
25,62500
11,27500
25,62500
21,52500
10,25000
9,22500
22,55000
8,20000
38,95000
34,85000
43,107500
30,75000
27,67500
36,90000
27,67500
39,97500
19,47500
33,82500
25,62500
17,42500
14,35000
8,20000
14,35000
10,25000
6,15000
12,30000
5,12500
13,32500
10,25000
8,20000
14,35000
12,30000
5,12500
13,32500
8,20000
15,37500
10,25000
14,35000
6,15000
15,37500
8,20000
10,25000
15,37500
10,25000
5,12500
13,32500
10,25000
13,32500
7,17500
9,22500
9,22500
11,27500
14,35000
7,17500
9,22500
9,22500
19,47500
27,67500
32,80000
18,45000
20,50000
24,60000
33,82500
29,72500
26,65000
19,47500
35,87500
31,77500
61,152500
56,140000
36,90000
46,115000
52,130000
43,107500
44,110000
52,130000
45,112500
42,105000
43,107500
37,92500
14,35000
15,37500
24,60000
19,47500
21,52500
15,37500
22,55000
22,55000
9,22500
8,20000
16,40000
9,22500
21,52500
21,52500
35,87500
42,105000
31,77500
40,100000
22,55000
38,95000
19,47500
33,82500
27,67500
35,87500
8,20000
6,15000
12,30000
9,22500
11,27500
9,22500
8,20000
9,22500
15,37500
9,22500
6,15000
6,15000
13,32500
15,37500
11,27500
6,15000
5,12500
9,22500
15,37500
7,17500
11,27500
15,37500
10,25000
5,12500
8,20000
8,20000
13,32500
12,30000
11,27500
7,17500
14,35000
13,32500
12,30000
6,15000
8,20000
9,22500
15,37500
27,67500
20,50000
16,40000
32,80000
20,50000
27,67500
21,52500
16,40000
22,55000
34,85000
30,75000
55,137500
56,140000
35,87500
47,117500
54,135000
61,152500
62,155000
39,97500
44,110000
54,135000
64,160000
56,140000
16,40000
11,27500
15,37500
16,40000
16,40000
24,60000
18,45000
15,37500
22,55000
18,45000
18,45000
10,25000
17,42500
24,60000
28,70000
17,42500
39,97500
22,55000
26,65000
24,60000
17,42500
28,70000
17,42500
24,60000
9,22500
11,27500
8,20000
6,15000
9,22500
9,22500
10,25000
6,15000
13,32500
10,25000
5,12500
15,37500
13,32500
12,30000
6,15000
7,17500
11,27500
9,22500
8,20000
14,35000
13,32500
10,25000
14,35000
5,12500
11,27500
12,30000
15,37500
7,17500
14,35000
12,30000
15,37500
14,35000
7,17500
15,37500
9,22500
14,35000
25,62500
21,52500
28,70000
17,42500
15,37500
27,67500
25,62500
25,62500
33,82500
20,50000
16,40000
35,87500
52,130000
36,90000
56,140000
59,147500
58,145000
41,102500
34,85000
47,117500
39,97500
53,132500
64,160000
33,82500
19,47500
18,45000
15,37500
19,47500
13,32500
23,57500
17,42500
10,25000
10,25000
7,17500
18,45000
17,42500
28,70000
40,100000
44,110000
36,90000
36,90000
26,65000
32,80000
23,57500
33,82500
19,47500
45,112500
40,100000
8,20000
10,25000
14,35000
13,32500
14,35000
14,35000
12,30000
12,30000
13,32500
9,22500
11,27500
10,25000
5,12500
13,32500
10,25000
13,32500
9,22500
6,15000
8,20000
13,32500
5,12500
15,37500
7,17500
8,20000
5,12500
6,15000
7,17500
11,27500
5,12500
10,25000
7,17500
10,25000
10,25000
9,22500
5,12500
6,15000
17,42500
19,47500
15,37500
20,50000
19,47500
27,67500
32,80000
17,42500
16,40000
31,77500
28,70000
15,37500
40,100000
33,82500
45,112500
31,77500
63,157500
58,145000
34,85000
65,162500
50,125000
64,160000
56,140000
55,137500
15,37500
14,35000
10,25000
20,50000
21,52500
16,40000
22,55000
20,50000
11,27500
19,47500
18,45000
25,62500
29,72500
30,75000
41,102500
36,90000
29,72500
32,80000
21,52500
41,102500
36,90000
38,95000
36,90000
18,45000
7,17500
15,37500
5,12500
14,35000
6,15000
11,27500
15,37500
10,25000
8,20000
15,37500
14,35000
10,25000
9,22500
14,35000
9,22500
15,37500
9,22500
15,37500
6,15000
13,32500
5,12500
8,20000
9,22500
12,30000
8,20000
15,37500
8,20000
9,22500
5,12500
11,27500
15,37500
9,22500
11,27500
15,37500
12,30000
8,20000
25,62500
24,60000
22,55000
15,37500
28,70000
25,62500
25,62500
26,65000
27,67500
30,75000
20,50000
29,72500
63,157500
41,102500
36,90000
40,100000
45,112500
52,130000
38,95000
56,140000
36,90000
54,135000
31,77500
65,162500
16,40000
23,57500
16,40000
24,60000
19,47500
25,62500
23,57500
9,22500
9,22500
9,22500
10,25000
10,25000
30,75000
35,87500
23,57500
37,92500
25,62500
39,97500
39,97500
19,47500
39,97500
43,107500
30,75000
45,112500
14,35000
12,30000
14,35000
13,32500
13,32500
12,30000
7,17500
6,15000
13,32500
8,20000
11,27500
10,25000
8,20000
11,27500
10,25000
6,15000
15,37500
9,22500
12,30000
11,27500
8,20000
11,27500
12,30000
11,27500
5,12500
12,30000
5,12500
7,17500
14,35000
11,27500
6,15000
8,20000
5,12500
12,30000
5,12500
9,22500
26,65000
32,80000
20,50000
23,57500
16,40000
32,80000
31,77500
22,55000
31,77500
16,40000
35,87500
31,77500
43,107500
47,117500
37,92500
60,150000
62,155000
53,132500
60,150000
32,80000
31,77500
61,152500
62,155000
33,82500
25,62500
22,55000
12,30000
12,30000
14,35000
9,22500
19,47500
7,17500
13,32500
8,20000
17,42500
7,17500
31,77500
36,90000
45,112500
22,55000
26,65000
23,57500
21,52500
44,110000
28,70000
24,60000
40,100000
18,45000
14,35000
10,25000
15,37500
8,20000
6,15000
11,27500
15,37500
6,15000
5,12500
14,35000
5,12500
5,12500
15,37500
14,35000
14,35000
8,20000
9,22500
6,15000
8,20000
5,12500
6,15000
6,15000
13,32500
7,17500
10,25000
11,27500
6,15000
5,12500
11,27500
13,32500
9,22500
15,37500
10,25000
9,22500
6,15000
5,12500
25,62500
32,80000
29,72500
20,50000
34,85000
20,50000
24,60000
19,47500
35,87500
25,62500
34,85000
22,55000
43,107500
64,160000
54,135000
63,157500
63,157500
43,107500
53,132500
49,122500
34,85000
40,100000
56,140000
47,117500
8,20000
23,57500
19,47500
10,25000
23,57500
25,62500
13,32500
17,42500
22,55000
19,47500
11,27500
14,35000
20,50000
39,97500
18,45000
45,112500
30,75000
37,92500
37,92500
35,87500
34,85000
45,112500
42,105000
29,72500
11,27500
10,25000
10,25000
11,27500
12,30000
15,37500
10,25000
12,30000
7,17500
6,15000
10,25000
8,20000
5,12500
6,15000
14,35000
14,35000
7,17500
14,35000
6,15000
14,35000
12,30000
15,37500
6,15000
9,22500
10,25000
9,22500
7,17500
9,22500
11,27500
14,35000
11,27500
11,27500
8,20000
15,37500
9,22500
7,17500
16,40000
21,52500
31,77500
21,52500
22,55000
25,62500
32,80000
34,85000
32,80000
32,80000
35,87500
34,85000
41,102500
51,127500
41,102500
47,117500
57,142500
57,142500
62,155000
57,142500
31,77500
41,102500
59,147500
54,135000
22,55000
9,22500
14,35000
20,50000
19,47500
24,60000
25,62500
21,52500
8,20000
14,35000
15,37500
15,37500
18,45000
40,100000
33,82500
31,77500
35,87500
42,105000
43,107500
18,45000
30,75000
32,80000
17,42500
25,62500
8,20000
7,17500
11,27500
7,17500
13,32500
14,35000
15,37500
9,22500
5,12500
5,12500
5,12500
10,25000
6,15000
12,30000
8,20000
5,12500
9,22500
12,30000
10,25000
5,12500
13,32500
7,17500
11,27500
14,35000
15,37500
10,25000
14,35000
9,22500
10,25000
14,35000
8,20000
6,15000
14,35000
10,25000
6,15000
5,12500
15,37500
26,65000
20,50000
20,50000
32,80000
35,87500
20,50000
17,42500
18,45000
17,42500
35,87500
15,37500
50,125000
30,75000
46,115000
59,147500
48,120000
60,150000
63,157500
57,142500
56,140000
34,85000
65,162500
35,87500
14,35000
18,45000
18,45000
18,45000
12,30000
14,35000
22,55000
22,55000
19,47500
22,55000
23,57500
14,35000
23,57500
18,45000
34,85000
36,90000
41,102500
41,102500
31,77500
28,70000
34,85000
43,107500
29,72500
29,72500
13,32500
9,22500
8,20000
12,30000
14,35000
6,15000
7,17500
10,25000
13,32500
13,32500
10,25000
14,35000
7,17500
13,32500
9,22500
15,37500
11,27500
11,27500
10,25000
9,22500
14,35000
5,12500
8,20000
10,25000
15,37500
14,35000
6,15000
7,17500
14,35000
5,12500
9,22500
12,30000
13,32500
8,20000
6,15000
13,32500
35,87500
29,72500
27,67500
20,50000
24,60000
25,62500
17,42500
32,80000
17,42500
29,72500
28,70000
32,80000
53,132500
44,110000
57,142500
46,115000
65,162500
54,135000
50,125000
34,85000
51,127500
54,135000
30,75000
34,85000
10,25000
19,47500
19,47500
17,42500
18,45000
12,30000
15,37500
7,17500
11,27500
8,20000
25,62500
23,57500
31,77500
32,80000
33,82500
45,112500
34,85000
34,85000
21,52500
38,95000
40,100000
29,72500
21,52500
39,97500
15,37500
10,25000
13,32500
7,17500
7,17500
10,25000
13,32500
9,22500
6,15000
13,32500
15,37500
13,32500
12,30000
10,25000
13,32500
9,22500
14,35000
15,37500
13,32500
15,37500
6,15000
6,15000
14,35000
9,22500
13,32500
5,12500
9,22500
13,32500
14,35000
8,20000
9,22500
13,32500
15,37500
6,15000
11,27500
14,35000
35,87500
34,85000
22,55000
35,87500
30,75000
19,47500
32,80000
19,47500
31,77500
15,37500
34,85000
34,85000
38,95000
46,115000
31,77500
65,162500
38,95000
46,115000
48,120000
62,155000
30,75000
35,87500
30,75000
32,80000
25,62500
22,55000
17,42500
9,22500
9,22500
10,25000
7,17500
9,22500
13,32500
25,62500
20,50000
18,45000
27,67500
40,100000
36,90000
35,87500
35,87500
32,80000
42,105000
19,47500
37,92500
41,102500
37,92500
23,57500
10,25000
7,17500
14,35000
11,27500
6,15000
15,37500
10,25000
14,35000
15,37500
15,37500
11,27500
13,32500
